z bin_0 bin_1 bin_2 bin_3 bin_4
1.929999999999999938e+00 6.679609620987924185e-22 3.313490948193653388e-08 3.499404702377965914e-03 4.264440537558278899e-01 6.078736536005857616e-01
1.939999999999999947e+00 3.596348124967402994e-22 2.463916853907815842e-08 3.016809072512896366e-03 4.072909611581195799e-01 6.177478318092166631e-01
1.949999999999999956e+00 1.928749847963917821e-22 1.827597569365521851e-08 2.595855462820408511e-03 3.884648616168688284e-01 6.271696346947975842e-01
1.959999999999999964e+00 1.030370988982318657e-22 1.352226239792787900e-08 2.229421661836933008e-03 3.700010614564689382e-01 6.361136294527488522e-01
1.969999999999999973e+00 5.482957465469749251e-23 9.980042948194035088e-09 1.911097979288347735e-03 3.519317579454395717e-01 6.445554174038269357e-01
1.979999999999999982e+00 2.906294824920224369e-23 7.347333025767572564e-09 1.635131621862112540e-03 3.342860147469496890e-01 6.524717446516692387e-01
1.989999999999999991e+00 1.534503903443656357e-23 5.395619354737062596e-09 1.396373213087885676e-03 3.170897594959474763e-01 6.598406086399062342e-01
2.000000000000000000e+00 8.070489255152471010e-24 3.952456932367296605e-09 1.190225712506047702e-03 3.003658024424679662e-01 6.666413599266233225e-01
2.010000000000000231e+00 4.228002806754948306e-24 2.888066923561241527e-09 1.012595923355534425e-03 2.841338749562309918e-01 6.728547985181095870e-01
2.020000000000000018e+00 2.206348985974507874e-24 2.105046156011696710e-09 8.598487189333707060e-04 2.684106865632795991e-01 6.784632641334408243e-01
2.030000000000000249e+00 1.146876582225596044e-24 1.530489155431241942e-09 7.287640654997266454e-04 2.532099990816081281e-01 6.834507198063259903e-01
2.040000000000000036e+00 5.938307735973760753e-25 1.109974890325908449e-09 6.164968739472024900e-04 2.385427163397146333e-01 6.878028282705301866e-01
2.049999999999999822e+00 3.062754960614682561e-25 8.029903309551395151e-10 5.205396731545383886e-04 2.244169878995669887e-01 6.915070206198000724e-01
2.060000000000000053e+00 1.573494905532641679e-25 5.794577038054132581e-10 4.386880646666731784e-04 2.108383251633634548e-01 6.945525567821704271e-01
2.069999999999999840e+00 8.052337466936412651e-26 4.171069537487950779e-10 3.690088906927637270e-04 1.978097282209207441e-01 6.969305774014624699e-01
2.080000000000000071e+00 4.104706707984959473e-26 2.994934874933225245e-10 3.098110249630940433e-04 1.853318217907788668e-01 6.986341467752328338e-01
2.089999999999999858e+00 2.084230907391656018e-26 2.145070645353585069e-10 2.596186782807344555e-04 1.734029986221059250e-01 6.996582865579225041e-01
2.100000000000000089e+00 1.054175866903871070e-26 1.532533865415400159e-10 2.171470971790258667e-04 1.620195687549209895e-01 6.999999999999999556e-01
2.109999999999999876e+00 5.311092249679208569e-27 1.092176491738559861e-10 1.812805244854793520e-04 1.511759130817805219e-01 6.996582865579225041e-01
2.120000000000000107e+00 2.665374000950929607e-27 7.764076975951586924e-11 1.510522843375993807e-04 1.408646397132629624e-01 6.986341467752328338e-01
2.129999999999999893e+00 1.332404241704639716e-27 5.505554984567169658e-11 1.256268508539628811e-04 1.310767417209080243e-01 6.969305774014625809e-01
2.140000000000000124e+00 6.634640466052305156e-28 3.894275209524073783e-11 1.042837588125559528e-04 1.218017549129514349e-01 6.945525567821704271e-01
2.149999999999999911e+00 3.290806277274982479e-28 2.747681814774682967e-11 8.640321593254217088e-05 1.130279143887050336e-01 6.915070206198002944e-01
2.160000000000000142e+00 1.625888570310965350e-28 1.933839837968861637e-11 7.145327932834626909e-05 1.047423087149832455e-01 6.878028282705301866e-01
2.169999999999999929e+00 8.001709423787117511e-29 1.357653144007839278e-11 5.897846307122055968e-05 9.693103067102908088e-02 6.834507198063259903e-01
2.180000000000000160e+00 3.922638726381518949e-29 9.507611351562463890e-12 4.858964925003972872e-05 8.957932361523673892e-02 6.784632641334408243e-01
2.189999999999999947e+00 1.915478951967175090e-29 6.641532086041263221e-12 3.995518119991675816e-05 8.267172263615964189e-02 6.728547985181095870e-01
2.200000000000000178e+00 9.317083633057029842e-30 4.627851274163636233e-12 3.279302442603744858e-05 7.619218976027694601e-02 6.666413599266233225e-01
2.209999999999999964e+00 4.514255551210639259e-30 3.216657164775128494e-12 2.686388798407084671e-05 7.012424259848838715e-02 6.598406086399063453e-01
2.220000000000000195e+00 2.178691930483179863e-30 2.230203133819861461e-12 2.196520651018365230e-05 6.445107592097919225e-02 6.524717446516692387e-01
2.229999999999999982e+00 1.047391502434420731e-30 1.542404670160385596e-12 1.792589057368922835e-05 5.915567575487754026e-02 6.445554174038270467e-01
2.240000000000000213e+00 5.015633617077217273e-31 1.064060949584069672e-12 1.460176042977384340e-05 5.422092569993871430e-02 6.361136294527488522e-01
2.250000000000000000e+00 2.392467793507312059e-31 7.322324013126388717e-13 1.187158547830763900e-05 4.962970525351315804e-02 6.271696346947976952e-01
2.260000000000000231e+00 1.136763009146512371e-31 5.026268026613594327e-13 9.633658708164967620e-06 4.536498002647826322e-02 6.177478318092166631e-01
2.270000000000000018e+00 5.380186160021138245e-32 3.441570010665717049e-13 7.802842064355451637e-06 4.140988381608756708e-02 6.078736536005859836e-01
2.280000000000000249e+00 2.536461122816723340e-32 2.350616809200514884e-13 6.308024973591548601e-06 3.774779257926837162e-02 5.975734529416031338e-01
2.290000000000000036e+00 1.191139576032611340e-32 1.601479301786381056e-13 5.089944173032788863e-06 3.436239042048221115e-02 5.868743860298173409e-01
2.300000000000000266e+00 5.571865648920254611e-33 1.088366301251883327e-13 4.099318489286516856e-06 3.123772777156842012e-02 5.758042936790649380e-01
2.310000000000000053e+00 2.596223966481130882e-33 7.378075695245733327e-14 3.295257303027521628e-06 2.835827199694555129e-02 5.643915813678296312e-01
2.319999999999999840e+00 1.205000454117491408e-33 4.989136549959034730e-14 2.643906109914224083e-06 2.570895070609540908e-02 5.526650987625517653e-01
2.330000000000000071e+00 5.571033931721026266e-34 3.365285685867344568e-14 2.117296858751224493e-06 2.327518809652319789e-02 5.406540194243057984e-01
2.339999999999999858e+00 2.565594015490404359e-34 2.264293656151870566e-14 1.692374626320632840e-06 2.104293468451850710e-02 5.283877213923053873e-01
2.350000000000000089e+00 1.176910943921672278e-34 1.519699865891301128e-14 1.350175692299256238e-06 1.899869080830395365e-02 5.158956693177075836e-01
2.359999999999999876e+00 5.377777204534987773e-35 1.017412722975919313e-14 1.075135227458809665e-06 1.712952430886556174e-02 5.032072987964233413e-01
2.370000000000000107e+00 2.447741480717771778e-35 6.794394620338740330e-15 8.545056261647643280e-07 1.542308280827443638e-02 4.903519035203658949e-01
2.379999999999999893e+00 1.109767051505911364e-35 4.526042564936865895e-15 6.778690234893209519e-07 1.386760101406994510e-02 4.773585258332438963e-01
2.390000000000000124e+00 5.011891294667008694e-36 3.007466264574329294e-15 5.367297619799724878e-07 1.245190348171200390e-02 4.642558512398767823e-01
2.399999999999999911e+00 2.254628518970597230e-36 1.993412415239719981e-15 4.241745371962177890e-07 1.116540326572460461e-02 4.510721073776368661e-01
2.410000000000000142e+00 1.010303567713135644e-36 1.317976955794307129e-15 3.345896779811875871e-07 9.998096884418074953e-03 4.378349679152946927e-01
2.419999999999999929e+00 4.509540735201384926e-37 8.692260610097574847e-16 2.634265297075714928e-07 8.940556013515158287e-03 4.245714617988435857e-01
2.430000000000000160e+00 2.005008781961654071e-37 5.718365682358905382e-16 2.070072279963559338e-07 7.983916311096411408e-03 4.113078882161468330e-01
2.439999999999999947e+00 8.879812205700574859e-38 3.752540377767209636e-16 1.623642969829000220e-07 7.119863760537241404e-03 3.980697376030706280e-01
2.450000000000000178e+00 3.917372050763935526e-38 2.456366055797044979e-16 1.271084990685012611e-07 6.340618899991719293e-03 3.848816189634861051e-01
2.459999999999999964e+00 1.721430117086920358e-38 1.603891790198230233e-16 9.932021979645378330e-08 5.638919286963599634e-03 3.717671937247417624e-01
2.470000000000000195e+00 7.535073803345488070e-39 1.044651194675550070e-16 7.746040813317687715e-08 5.008000525014482708e-03 3.587491162992354488e-01
2.479999999999999982e+00 3.285406871890598647e-39 6.787061897526254070e-17 6.029772368790842729e-08 4.441576157112864416e-03 3.458489814721469879e-01
2.490000000000000213e+00 1.426902665185414099e-39 4.398520074721222563e-17 4.684908154239115616e-08 3.933816706893179110e-03 3.330872786855088030e-01
2.500000000000000000e+00 6.173096616540060644e-40 2.843450096808210716e-17 3.633124432063746774e-08 3.479328125525536428e-03 3.204833532401300533e-01
2.510000000000000231e+00 2.660206415943986632e-40 1.833575961944752296e-17 2.812150057684903271e-08 3.073129878297829395e-03 3.080553743897080921e-01
2.520000000000000018e+00 1.141908053890623909e-40 1.179414510375389583e-17 2.172579800068290104e-08 2.710632881666993031e-03 2.958203102562322329e-01
2.530000000000000249e+00 4.882592421654609145e-41 7.567427872783682527e-18 1.675297771918377329e-08 2.387617478680434564e-03 2.837939094527003325e-01
2.540000000000000036e+00 2.079569056257301946e-41 4.843333535652443894e-18 1.289398949217817796e-08 2.100211618517707803e-03 2.719906892586549385e-01
2.550000000000000266e+00 8.822664357494677662e-42 3.092108530985977175e-18 9.905163313292058698e-09 1.844869384625306714e-03 2.604239301562165099e-01
2.560000000000000053e+00 3.728461867886680590e-42 1.969152467600463389e-18 7.594776473277756014e-09 1.618349995662824803e-03 2.491056764994969142e-01
2.569999999999999840e+00 1.569506762126961437e-42 1.250887414068218488e-18 5.812291402544661950e-09 1.417697384356238991e-03 2.380467430585732069e-01
2.580000000000000071e+00 6.581126121269261239e-43 7.926315690247818141e-19 4.439752808179111605e-09 1.240220441452441870e-03 2.272567271508448006e-01
2.589999999999999858e+00 2.748785007910293207e-43 5.010012067020653026e-19 3.384926390772464746e-09 1.083473995345386569e-03 2.167440260476015401e-01
2.600000000000000089e+00 1.143628238437691732e-43 3.158787728210716848e-19 2.575838882330952825e-09 9.452405826356704730e-04 2.065158593221099737e-01
2.609999999999999876e+00 4.739499747986948808e-44 1.986627194518543240e-19 1.956442947256189824e-09 8.235130509066802395e-04 1.965782957875318870e-01
2.620000000000000107e+00 1.956517225238154773e-44 1.246311418441819370e-19 1.483182895318527208e-09 7.164780223461573614e-04 1.869362846584403381e-01
2.629999999999999893e+00 8.045228515740247201e-45 7.799217566485182503e-20 1.122280085103094252e-09 6.225002354932221513e-04 1.775936905586733838e-01
2.640000000000000124e+00 3.295312683242443080e-45 4.868439315685405125e-20 8.475919667130906681e-10 5.401077723111432716e-04 1.685533319905739846e-01
2.649999999999999911e+00 1.344492589143552720e-45 3.031396537110874151e-20 6.389272850642368695e-10 4.679781689302707297e-04 1.598170228763310108e-01
2.660000000000000142e+00 5.464164088884214715e-46 1.882825203574272758e-20 4.807231814946440959e-10 4.049254007161315447e-04 1.513856167809210229e-01
2.669999999999999929e+00 2.212038033601058850e-46 1.166518202436093551e-20 3.610087456445726552e-10 3.498877257319401527e-04 1.432590534280203665e-01
2.680000000000000160e+00 8.920002668224202582e-47 7.209203759832357080e-21 2.705947762007904523e-10 3.019163651122606842e-04 1.354364071249326562e-01
2.689999999999999947e+00 3.582951387609514086e-47 4.444238373182844947e-21 2.024417677894639618e-10 2.601649942724956191e-04 1.279159367199798891e-01
2.700000000000000178e+00 1.433574887105606165e-47 2.732886863583698613e-21 1.511679978974664662e-10 2.238800151705626460e-04 1.206951367256269003e-01
2.709999999999999964e+00 5.713515244264479045e-48 1.676332731776542466e-21 1.126674924881617469e-10 1.923915769362828545e-04 1.137707892527349690e-01
2.720000000000000195e+00 2.268244850276727340e-48 1.025682771808155878e-21 8.381397223756314223e-11 1.651053100130837252e-04 1.071390164154506774e-01
2.729999999999999982e+00 8.969743287992417732e-49 6.260083994432533906e-22 6.223192661807131975e-11 1.414947374406712289e-04 1.007953328821875605e-01
2.740000000000000213e+00 3.533244009175182841e-49 3.811198103867883751e-22 4.611997851589936971e-11 1.210943259723054529e-04 9.473469826562878893e-02
2.750000000000000000e+00 1.386343293641170600e-49 2.314499817556701291e-22 3.411488987587703620e-11 1.034931392960422369e-04 8.895156906351374404e-02
2.760000000000000231e+00 5.418405178821023628e-50 1.402061428644587778e-22 2.518708330210090510e-11 8.832905564824014002e-05 8.343994988185303441e-02
2.770000000000000018e+00 2.109481430406431900e-50 8.472102404715067219e-23 1.856054869189178355e-11 7.528351250675490748e-05 7.819344369299190134e-02
2.780000000000000249e+00 8.180568260465564254e-51 5.106573828375248058e-23 1.365157534992270629e-11 6.407674177123852291e-05 7.320530090230094322e-02
2.790000000000000036e+00 3.160055980203974853e-51 3.070310497258423225e-23 1.002198521432759725e-11 5.446345982440782215e-05 6.846846701908113064e-02
2.800000000000000266e+00 1.215932920179537836e-51 1.841404684132387570e-23 7.343511381165746997e-12 4.622897807078344041e-05 6.397562874923300169e-02
2.810000000000000053e+00 4.660451517869023481e-52 1.101616554115121244e-23 5.370723748493613737e-12 3.918570092289735144e-05 5.971925834923587362e-02
2.819999999999999840e+00 1.779302993069361481e-52 6.573942894599077996e-24 3.920494815118437341e-12 3.316997970826195905e-05 5.569165610275947365e-02
2.830000000000000071e+00 6.766675675168404233e-53 3.913232616853234371e-24 2.856458907600271076e-12 2.803929256711319243e-05 5.188499080266663344e-02
2.839999999999999858e+00 2.563328998317399496e-53 2.323590895025668613e-24 2.077275529747428695e-12 2.366972206878485368e-05 4.829133814206768710e-02
2.850000000000000089e+00 9.672458544585053132e-54 1.376251898670715289e-24 1.507784439344543902e-12 1.995370396550682210e-05 4.490271693832814659e-02
2.859999999999999876e+00 3.635573596245551614e-54 8.131121676604597171e-25 1.092354082841898202e-12 1.679802220216863220e-05 4.171112313339035010e-02
2.870000000000000107e+00 1.361170541274454693e-54 4.792004891829195619e-25 7.898900496208663387e-13 1.412202698849985418e-05 3.870856153230841507e-02
2.879999999999999893e+00 5.076398176144577689e-55 2.817074349360354276e-25 5.700971594955568691e-13 1.185605439892885108e-05 3.588707525946045057e-02
2.890000000000000124e+00 1.885829193584957451e-55 1.651937566394319076e-25 4.106862273676689777e-13 9.940027580798664196e-06 3.323877292836621006e-02
2.899999999999999911e+00 6.978347093668317167e-56 9.662804960323694492e-26 2.952911477060732714e-13 8.322221212232299627e-06 3.075585353638521716e-02
2.910000000000000142e+00 2.572209372642414812e-56 5.638025833077576362e-26 2.119189259963203475e-13 6.958172347741946116e-06 2.843062910971048962e-02
2.919999999999999929e+00 9.444165804449678918e-57 3.281445329705585616e-26 1.517987125634298526e-13 5.809722215969422697e-06 2.625554513700563766e-02
2.930000000000000160e+00 3.454016651553486445e-57 1.905098997917452031e-26 1.085289145934092050e-13 4.844174884931216251e-06 2.422319884171399845e-02
2.939999999999999947e+00 1.258313302874314674e-57 1.103276043043951889e-26 7.744651119088724062e-14 4.033559982787879246e-06 2.232635535350999817e-02
2.950000000000000178e+00 4.566218467994130305e-58 6.373310699614913822e-27 5.516165461907225270e-14 3.353987854870803844e-06 2.055796184855395586e-02
2.959999999999999964e+00 1.650547859158878174e-58 3.672486920661713999e-27 3.921495657579781206e-14 2.785086650177843763e-06 1.891115973618560583e-02
2.970000000000000195e+00 5.942963927669448146e-59 2.110909859621719282e-27 2.782564368678631004e-14 2.309511863522233525e-06 1.737929497645811922e-02
2.979999999999999982e+00 2.131481678611838546e-59 1.210300974135503967e-27 1.970687347178938744e-14 1.912519814608941292e-06 1.595592661852866107e-02
2.990000000000000213e+00 7.614890293736369701e-60 6.921995953497362082e-28 1.393058210400339619e-14 1.581597424827651140e-06 1.463483365440659822e-02
3.000000000000000000e+00 2.709874854415215684e-60 3.948967532729894224e-28 9.828784831685109699e-15 1.306141459371580457e-06 1.341002028599041530e-02
